Date,GEO,value,Age,Sex,Characteristics
2019-04-13,Manitoba,15,"Age at time of death, 45 to 64 years",Females,Number of deaths
2019-04-13,Manitoba,90,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2019-04-13,Manitoba,55,"Age at time of death, 65 to 84 years",Males,Number of deaths
2019-04-13,Manitoba,35,"Age at time of death, 65 to 84 years",Females,Number of deaths
2019-04-13,Manitoba,80,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2019-04-13,Manitoba,30,"Age at time of death, 85 years and over",Males,Number of deaths
2019-04-13,Manitoba,50,"Age at time of death, 85 years and over",Females,Number of deaths
2019-04-13,Saskatchewan,170,"Age at time of death, all ages",Both sexes,Number of deaths
2019-04-13,Saskatchewan,90,"Age at time of death, all ages",Males,Number of deaths
2019-04-13,Saskatchewan,80,"Age at time of death, all ages",Females,Number of deaths
2019-04-13,Saskatchewan,15,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2019-04-13,Saskatchewan,10,"Age at time of death, 0 to 44 years",Males,Number of deaths
2019-04-13,Saskatchewan,0,"Age at time of death, 0 to 44 years",Females,Number of deaths
2019-04-13,Saskatchewan,25,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2019-04-13,Saskatchewan,20,"Age at time of death, 45 to 64 years",Males,Number of deaths
2019-04-13,Saskatchewan,10,"Age at time of death, 45 to 64 years",Females,Number of deaths
2019-04-13,Saskatchewan,55,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2019-04-13,Saskatchewan,20,"Age at time of death, 65 to 84 years",Males,Number of deaths
2019-04-13,Saskatchewan,35,"Age at time of death, 65 to 84 years",Females,Number of deaths
2019-04-13,Saskatchewan,75,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2019-04-13,Saskatchewan,40,"Age at time of death, 85 years and over",Males,Number of deaths
2019-04-13,Saskatchewan,30,"Age at time of death, 85 years and over",Females,Number of deaths
2019-04-13,Alberta,495,"Age at time of death, all ages",Both sexes,Number of deaths
2019-04-13,Alberta,270,"Age at time of death, all ages",Males,Number of deaths
2019-04-13,Alberta,225,"Age at time of death, all ages",Females,Number of deaths
2019-04-13,Alberta,30,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2019-04-13,Alberta,20,"Age at time of death, 0 to 44 years",Males,Number of deaths
2019-04-13,Alberta,5,"Age at time of death, 0 to 44 years",Females,Number of deaths
2019-04-13,Alberta,95,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2019-04-13,Alberta,60,"Age at time of death, 45 to 64 years",Males,Number of deaths
2019-04-13,Alberta,35,"Age at time of death, 45 to 64 years",Females,Number of deaths
2019-04-13,Alberta,200,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2019-04-13,Alberta,115,"Age at time of death, 65 to 84 years",Males,Number of deaths
2019-04-13,Alberta,85,"Age at time of death, 65 to 84 years",Females,Number of deaths
2019-04-13,Alberta,170,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2019-04-13,Alberta,80,"Age at time of death, 85 years and over",Males,Number of deaths
2019-04-13,Alberta,90,"Age at time of death, 85 years and over",Females,Number of deaths
2019-04-13,British Columbia,765,"Age at time of death, all ages",Both sexes,Number of deaths
2019-04-13,British Columbia,390,"Age at time of death, all ages",Males,Number of deaths
2019-04-13,British Columbia,370,"Age at time of death, all ages",Females,Number of deaths
2019-04-13,British Columbia,30,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2019-04-13,British Columbia,20,"Age at time of death, 0 to 44 years",Males,Number of deaths
2019-04-13,British Columbia,10,"Age at time of death, 0 to 44 years",Females,Number of deaths
2019-04-13,British Columbia,95,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2019-04-13,British Columbia,55,"Age at time of death, 45 to 64 years",Males,Number of deaths
2019-04-13,British Columbia,35,"Age at time of death, 45 to 64 years",Females,Number of deaths
2019-04-13,British Columbia,360,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2019-04-13,British Columbia,205,"Age at time of death, 65 to 84 years",Males,Number of deaths
2019-04-13,British Columbia,155,"Age at time of death, 65 to 84 years",Females,Number of deaths
2019-04-13,British Columbia,280,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2019-04-13,British Columbia,115,"Age at time of death, 85 years and over",Males,Number of deaths
2019-04-13,British Columbia,170,"Age at time of death, 85 years and over",Females,Number of deaths
2019-04-13,Yukon,,"Age at time of death, all ages",Both sexes,Number of deaths
2019-04-13,Yukon,,"Age at time of death, all ages",Males,Number of deaths
2019-04-13,Yukon,,"Age at time of death, all ages",Females,Number of deaths
2019-04-13,Yukon,,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2019-04-13,Yukon,,"Age at time of death, 0 to 44 years",Males,Number of deaths
2019-04-13,Yukon,,"Age at time of death, 0 to 44 years",Females,Number of deaths
2019-04-13,Yukon,,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2019-04-13,Yukon,,"Age at time of death, 45 to 64 years",Males,Number of deaths
2019-04-13,Yukon,,"Age at time of death, 45 to 64 years",Females,Number of deaths
2019-04-13,Yukon,,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2019-04-13,Yukon,,"Age at time of death, 65 to 84 years",Males,Number of deaths
2019-04-13,Yukon,,"Age at time of death, 65 to 84 years",Females,Number of deaths
2019-04-13,Yukon,,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2019-04-13,Yukon,,"Age at time of death, 85 years and over",Males,Number of deaths
2019-04-13,Yukon,,"Age at time of death, 85 years and over",Females,Number of deaths
2019-04-13,Northwest Territories,5,"Age at time of death, all ages",Both sexes,Number of deaths
2019-04-13,Northwest Territories,5,"Age at time of death, all ages",Males,Number of deaths
2019-04-13,Northwest Territories,0,"Age at time of death, all ages",Females,Number of deaths
2019-04-13,Northwest Territories,0,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2019-04-13,Northwest Territories,0,"Age at time of death, 0 to 44 years",Males,Number of deaths
2019-04-13,Northwest Territories,0,"Age at time of death, 0 to 44 years",Females,Number of deaths
2019-04-13,Northwest Territories,0,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2019-04-13,Northwest Territories,0,"Age at time of death, 45 to 64 years",Males,Number of deaths
2019-04-13,Northwest Territories,0,"Age at time of death, 45 to 64 years",Females,Number of deaths
2019-04-13,Northwest Territories,0,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2019-04-13,Northwest Territories,0,"Age at time of death, 65 to 84 years",Males,Number of deaths
2019-04-13,Northwest Territories,0,"Age at time of death, 65 to 84 years",Females,Number of deaths
2019-04-13,Northwest Territories,0,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2019-04-13,Northwest Territories,0,"Age at time of death, 85 years and over",Males,Number of deaths
2019-04-13,Northwest Territories,0,"Age at time of death, 85 years and over",Females,Number of deaths
2019-04-13,Nunavut,5,"Age at time of death, all ages",Both sexes,Number of deaths
2019-04-13,Nunavut,5,"Age at time of death, all ages",Males,Number of deaths
2019-04-13,Nunavut,0,"Age at time of death, all ages",Females,Number of deaths
2019-04-13,Nunavut,5,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2019-04-13,Nunavut,5,"Age at time of death, 0 to 44 years",Males,Number of deaths
2019-04-13,Nunavut,0,"Age at time of death, 0 to 44 years",Females,Number of deaths
2019-04-13,Nunavut,5,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2019-04-13,Nunavut,0,"Age at time of death, 45 to 64 years",Males,Number of deaths
2019-04-13,Nunavut,0,"Age at time of death, 45 to 64 years",Females,Number of deaths
2019-04-13,Nunavut,0,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2019-04-13,Nunavut,0,"Age at time of death, 65 to 84 years",Males,Number of deaths
2019-04-13,Nunavut,0,"Age at time of death, 65 to 84 years",Females,Number of deaths
2019-04-13,Nunavut,0,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2019-04-13,Nunavut,0,"Age at time of death, 85 years and over",Males,Number of deaths
2019-04-13,Nunavut,0,"Age at time of death, 85 years and over",Females,Number of deaths
2019-04-20,Canada,5580,"Age at time of death, all ages",Both sexes,Number of deaths
2019-04-20,Canada,2890,"Age at time of death, all ages",Males,Number of deaths
2019-04-20,Canada,2690,"Age at time of death, all ages",Females,Number of deaths
2019-04-20,Canada,250,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2019-04-20,Canada,170,"Age at time of death, 0 to 44 years",Males,Number of deaths
2019-04-20,Canada,80,"Age at time of death, 0 to 44 years",Females,Number of deaths
2019-04-20,Canada,770,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2019-04-20,Canada,475,"Age at time of death, 45 to 64 years",Males,Number of deaths
2019-04-20,Canada,290,"Age at time of death, 45 to 64 years",Females,Number of deaths
2019-04-20,Canada,2450,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2019-04-20,Canada,1355,"Age at time of death, 65 to 84 years",Males,Number of deaths
2019-04-20,Canada,1095,"Age at time of death, 65 to 84 years",Females,Number of deaths
2019-04-20,Canada,2110,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2019-04-20,Canada,885,"Age at time of death, 85 years and over",Males,Number of deaths
2019-04-20,Canada,1225,"Age at time of death, 85 years and over",Females,Number of deaths
2019-04-20,Newfoundland and Labrador,120,"Age at time of death, all ages",Both sexes,Number of deaths
2019-04-20,Newfoundland and Labrador,65,"Age at time of death, all ages",Males,Number of deaths
2019-04-20,Newfoundland and Labrador,55,"Age at time of death, all ages",Females,Number of deaths
2019-04-20,Newfoundland and Labrador,5,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2019-04-20,Newfoundland and Labrador,5,"Age at time of death, 0 to 44 years",Males,Number of deaths
2019-04-20,Newfoundland and Labrador,5,"Age at time of death, 0 to 44 years",Females,Number of deaths
2019-04-20,Newfoundland and Labrador,20,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2019-04-20,Newfoundland and Labrador,10,"Age at time of death, 45 to 64 years",Males,Number of deaths
2019-04-20,Newfoundland and Labrador,10,"Age at time of death, 45 to 64 years",Females,Number of deaths
2019-04-20,Newfoundland and Labrador,55,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2019-04-20,Newfoundland and Labrador,35,"Age at time of death, 65 to 84 years",Males,Number of deaths
2019-04-20,Newfoundland and Labrador,25,"Age at time of death, 65 to 84 years",Females,Number of deaths
2019-04-20,Newfoundland and Labrador,40,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2019-04-20,Newfoundland and Labrador,15,"Age at time of death, 85 years and over",Males,Number of deaths
2019-04-20,Newfoundland and Labrador,25,"Age at time of death, 85 years and over",Females,Number of deaths
2019-04-20,Prince Edward Island,35,"Age at time of death, all ages",Both sexes,Number of deaths
2019-04-20,Prince Edward Island,15,"Age at time of death, all ages",Males,Number of deaths
2019-04-20,Prince Edward Island,15,"Age at time of death, all ages",Females,Number of deaths
2019-04-20,Prince Edward Island,5,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2019-04-20,Prince Edward Island,5,"Age at time of death, 0 to 44 years",Males,Number of deaths
2019-04-20,Prince Edward Island,0,"Age at time of death, 0 to 44 years",Females,Number of deaths
2019-04-20,Prince Edward Island,5,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2019-04-20,Prince Edward Island,5,"Age at time of death, 45 to 64 years",Males,Number of deaths
2019-04-20,Prince Edward Island,0,"Age at time of death, 45 to 64 years",Females,Number of deaths
2019-04-20,Prince Edward Island,15,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2019-04-20,Prince Edward Island,5,"Age at time of death, 65 to 84 years",Males,Number of deaths
2019-04-20,Prince Edward Island,5,"Age at time of death, 65 to 84 years",Females,Number of deaths
2019-04-20,Prince Edward Island,15,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2019-04-20,Prince Edward Island,5,"Age at time of death, 85 years and over",Males,Number of deaths
2019-04-20,Prince Edward Island,10,"Age at time of death, 85 years and over",Females,Number of deaths
2019-04-20,Nova Scotia,195,"Age at time of death, all ages",Both sexes,Number of deaths
2019-04-20,Nova Scotia,105,"Age at time of death, all ages",Males,Number of deaths
2019-04-20,Nova Scotia,90,"Age at time of death, all ages",Females,Number of deaths
2019-04-20,Nova Scotia,10,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2019-04-20,Nova Scotia,5,"Age at time of death, 0 to 44 years",Males,Number of deaths
2019-04-20,Nova Scotia,5,"Age at time of death, 0 to 44 years",Females,Number of deaths
2019-04-20,Nova Scotia,25,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2019-04-20,Nova Scotia,15,"Age at time of death, 45 to 64 years",Males,Number of deaths
2019-04-20,Nova Scotia,5,"Age at time of death, 45 to 64 years",Females,Number of deaths
2019-04-20,Nova Scotia,80,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2019-04-20,Nova Scotia,45,"Age at time of death, 65 to 84 years",Males,Number of deaths
2019-04-20,Nova Scotia,35,"Age at time of death, 65 to 84 years",Females,Number of deaths
2019-04-20,Nova Scotia,80,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2019-04-20,Nova Scotia,35,"Age at time of death, 85 years and over",Males,Number of deaths
2019-04-20,Nova Scotia,50,"Age at time of death, 85 years and over",Females,Number of deaths
2019-04-20,New Brunswick,150,"Age at time of death, all ages",Both sexes,Number of deaths
2019-04-20,New Brunswick,80,"Age at time of death, all ages",Males,Number of deaths
2019-04-20,New Brunswick,70,"Age at time of death, all ages",Females,Number of deaths
2019-04-20,New Brunswick,5,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2019-04-20,New Brunswick,0,"Age at time of death, 0 to 44 years",Males,Number of deaths
2019-04-20,New Brunswick,0,"Age at time of death, 0 to 44 years",Females,Number of deaths
2019-04-20,New Brunswick,10,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2019-04-20,New Brunswick,10,"Age at time of death, 45 to 64 years",Males,Number of deaths
2019-04-20,New Brunswick,5,"Age at time of death, 45 to 64 years",Females,Number of deaths
2019-04-20,New Brunswick,75,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2019-04-20,New Brunswick,40,"Age at time of death, 65 to 84 years",Males,Number of deaths
2019-04-20,New Brunswick,35,"Age at time of death, 65 to 84 years",Females,Number of deaths
2019-04-20,New Brunswick,60,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2019-04-20,New Brunswick,25,"Age at time of death, 85 years and over",Males,Number of deaths
2019-04-20,New Brunswick,30,"Age at time of death, 85 years and over",Females,Number of deaths
2019-04-20,Quebec,1345,"Age at time of death, all ages",Both sexes,Number of deaths
2019-04-20,Quebec,675,"Age at time of death, all ages",Males,Number of deaths
2019-04-20,Quebec,665,"Age at time of death, all ages",Females,Number of deaths
2019-04-20,Quebec,40,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2019-04-20,Quebec,25,"Age at time of death, 0 to 44 years",Males,Number of deaths
2019-04-20,Quebec,15,"Age at time of death, 0 to 44 years",Females,Number of deaths
2019-04-20,Quebec,170,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2019-04-20,Quebec,100,"Age at time of death, 45 to 64 years",Males,Number of deaths
2019-04-20,Quebec,65,"Age at time of death, 45 to 64 years",Females,Number of deaths
2019-04-20,Quebec,625,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2019-04-20,Quebec,340,"Age at time of death, 65 to 84 years",Males,Number of deaths
2019-04-20,Quebec,285,"Age at time of death, 65 to 84 years",Females,Number of deaths
2019-04-20,Quebec,510,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2019-04-20,Quebec,210,"Age at time of death, 85 years and over",Males,Number of deaths
2019-04-20,Quebec,300,"Age at time of death, 85 years and over",Females,Number of deaths
2019-04-20,Ontario,2050,"Age at time of death, all ages",Both sexes,Number of deaths
2019-04-20,Ontario,1045,"Age at time of death, all ages",Males,Number of deaths
2019-04-20,Ontario,1005,"Age at time of death, all ages",Females,Number of deaths
2019-04-20,Ontario,95,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2019-04-20,Ontario,65,"Age at time of death, 0 to 44 years",Males,Number of deaths
2019-04-20,Ontario,30,"Age at time of death, 0 to 44 years",Females,Number of deaths
2019-04-20,Ontario,280,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2019-04-20,Ontario,170,"Age at time of death, 45 to 64 years",Males,Number of deaths
2019-04-20,Ontario,110,"Age at time of death, 45 to 64 years",Females,Number of deaths
2019-04-20,Ontario,900,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2019-04-20,Ontario,480,"Age at time of death, 65 to 84 years",Males,Number of deaths
2019-04-20,Ontario,415,"Age at time of death, 65 to 84 years",Females,Number of deaths
2019-04-20,Ontario,780,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2019-04-20,Ontario,325,"Age at time of death, 85 years and over",Males,Number of deaths
2019-04-20,Ontario,450,"Age at time of death, 85 years and over",Females,Number of deaths
2019-04-20,Manitoba,220,"Age at time of death, all ages",Both sexes,Number of deaths
2019-04-20,Manitoba,95,"Age at time of death, all ages",Males,Number of deaths
2019-04-20,Manitoba,115,"Age at time of death, all ages",Females,Number of deaths
2019-04-20,Manitoba,5,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2019-04-20,Manitoba,5,"Age at time of death, 0 to 44 years",Males,Number of deaths
2019-04-20,Manitoba,0,"Age at time of death, 0 to 44 years",Females,Number of deaths
2019-04-20,Manitoba,30,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2019-04-20,Manitoba,15,"Age at time of death, 45 to 64 years",Males,Number of deaths
2019-04-20,Manitoba,15,"Age at time of death, 45 to 64 years",Females,Number of deaths
2019-04-20,Manitoba,100,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2019-04-20,Manitoba,55,"Age at time of death, 65 to 84 years",Males,Number of deaths
2019-04-20,Manitoba,50,"Age at time of death, 65 to 84 years",Females,Number of deaths
2019-04-20,Manitoba,80,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2019-04-20,Manitoba,25,"Age at time of death, 85 years and over",Males,Number of deaths
2019-04-20,Manitoba,50,"Age at time of death, 85 years and over",Females,Number of deaths
2019-04-20,Saskatchewan,175,"Age at time of death, all ages",Both sexes,Number of deaths
2019-04-20,Saskatchewan,95,"Age at time of death, all ages",Males,Number of deaths
2019-04-20,Saskatchewan,80,"Age at time of death, all ages",Females,Number of deaths
2019-04-20,Saskatchewan,15,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2019-04-20,Saskatchewan,10,"Age at time of death, 0 to 44 years",Males,Number of deaths
2019-04-20,Saskatchewan,0,"Age at time of death, 0 to 44 years",Females,Number of deaths
2019-04-20,Saskatchewan,30,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2019-04-20,Saskatchewan,25,"Age at time of death, 45 to 64 years",Males,Number of deaths
2019-04-20,Saskatchewan,10,"Age at time of death, 45 to 64 years",Females,Number of deaths
2019-04-20,Saskatchewan,65,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2019-04-20,Saskatchewan,40,"Age at time of death, 65 to 84 years",Males,Number of deaths
2019-04-20,Saskatchewan,25,"Age at time of death, 65 to 84 years",Females,Number of deaths
2019-04-20,Saskatchewan,65,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2019-04-20,Saskatchewan,20,"Age at time of death, 85 years and over",Males,Number of deaths
2019-04-20,Saskatchewan,40,"Age at time of death, 85 years and over",Females,Number of deaths
2019-04-20,Alberta,535,"Age at time of death, all ages",Both sexes,Number of deaths
2019-04-20,Alberta,305,"Age at time of death, all ages",Males,Number of deaths
2019-04-20,Alberta,230,"Age at time of death, all ages",Females,Number of deaths
2019-04-20,Alberta,35,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2019-04-20,Alberta,30,"Age at time of death, 0 to 44 years",Males,Number of deaths
2019-04-20,Alberta,10,"Age at time of death, 0 to 44 years",Females,Number of deaths
2019-04-20,Alberta,90,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2019-04-20,Alberta,60,"Age at time of death, 45 to 64 years",Males,Number of deaths
2019-04-20,Alberta,30,"Age at time of death, 45 to 64 years",Females,Number of deaths
2019-04-20,Alberta,225,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2019-04-20,Alberta,130,"Age at time of death, 65 to 84 years",Males,Number of deaths
2019-04-20,Alberta,90,"Age at time of death, 65 to 84 years",Females,Number of deaths
2019-04-20,Alberta,185,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2019-04-20,Alberta,85,"Age at time of death, 85 years and over",Males,Number of deaths
2019-04-20,Alberta,100,"Age at time of death, 85 years and over",Females,Number of deaths
2019-04-20,British Columbia,755,"Age at time of death, all ages",Both sexes,Number of deaths
2019-04-20,British Columbia,410,"Age at time of death, all ages",Males,Number of deaths
2019-04-20,British Columbia,345,"Age at time of death, all ages",Females,Number of deaths
2019-04-20,British Columbia,40,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2019-04-20,British Columbia,20,"Age at time of death, 0 to 44 years",Males,Number of deaths
2019-04-20,British Columbia,10,"Age at time of death, 0 to 44 years",Females,Number of deaths
2019-04-20,British Columbia,105,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2019-04-20,British Columbia,70,"Age at time of death, 45 to 64 years",Males,Number of deaths
2019-04-20,British Columbia,35,"Age at time of death, 45 to 64 years",Females,Number of deaths
2019-04-20,British Columbia,310,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2019-04-20,British Columbia,175,"Age at time of death, 65 to 84 years",Males,Number of deaths
2019-04-20,British Columbia,130,"Age at time of death, 65 to 84 years",Females,Number of deaths
2019-04-20,British Columbia,310,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2019-04-20,British Columbia,140,"Age at time of death, 85 years and over",Males,Number of deaths
2019-04-20,British Columbia,165,"Age at time of death, 85 years and over",Females,Number of deaths
2019-04-20,Yukon,,"Age at time of death, all ages",Both sexes,Number of deaths
2019-04-20,Yukon,,"Age at time of death, all ages",Males,Number of deaths
2019-04-20,Yukon,,"Age at time of death, all ages",Females,Number of deaths
2019-04-20,Yukon,,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2019-04-20,Yukon,,"Age at time of death, 0 to 44 years",Males,Number of deaths
2019-04-20,Yukon,,"Age at time of death, 0 to 44 years",Females,Number of deaths
2019-04-20,Yukon,,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2019-04-20,Yukon,,"Age at time of death, 45 to 64 years",Males,Number of deaths
2019-04-20,Yukon,,"Age at time of death, 45 to 64 years",Females,Number of deaths
2019-04-20,Yukon,,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2019-04-20,Yukon,,"Age at time of death, 65 to 84 years",Males,Number of deaths
2019-04-20,Yukon,,"Age at time of death, 65 to 84 years",Females,Number of deaths
2019-04-20,Yukon,,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2019-04-20,Yukon,,"Age at time of death, 85 years and over",Males,Number of deaths
2019-04-20,Yukon,,"Age at time of death, 85 years and over",Females,Number of deaths
2019-04-20,Northwest Territories,5,"Age at time of death, all ages",Both sexes,Number of deaths
2019-04-20,Northwest Territories,0,"Age at time of death, all ages",Males,Number of deaths
2019-04-20,Northwest Territories,5,"Age at time of death, all ages",Females,Number of deaths
2019-04-20,Northwest Territories,0,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2019-04-20,Northwest Territories,0,"Age at time of death, 0 to 44 years",Males,Number of deaths
2019-04-20,Northwest Territories,0,"Age at time of death, 0 to 44 years",Females,Number of deaths
2019-04-20,Northwest Territories,0,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2019-04-20,Northwest Territories,0,"Age at time of death, 45 to 64 years",Males,Number of deaths
2019-04-20,Northwest Territories,0,"Age at time of death, 45 to 64 years",Females,Number of deaths
2019-04-20,Northwest Territories,5,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2019-04-20,Northwest Territories,0,"Age at time of death, 65 to 84 years",Males,Number of deaths
2019-04-20,Northwest Territories,5,"Age at time of death, 65 to 84 years",Females,Number of deaths
2019-04-20,Northwest Territories,0,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2019-04-20,Northwest Territories,0,"Age at time of death, 85 years and over",Males,Number of deaths
2019-04-20,Northwest Territories,0,"Age at time of death, 85 years and over",Females,Number of deaths
2019-04-20,Nunavut,5,"Age at time of death, all ages",Both sexes,Number of deaths
2019-04-20,Nunavut,0,"Age at time of death, all ages",Males,Number of deaths
2019-04-20,Nunavut,0,"Age at time of death, all ages",Females,Number of deaths
2019-04-20,Nunavut,0,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2019-04-20,Nunavut,0,"Age at time of death, 0 to 44 years",Males,Number of deaths
2019-04-20,Nunavut,0,"Age at time of death, 0 to 44 years",Females,Number of deaths
2019-04-20,Nunavut,0,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2019-04-20,Nunavut,0,"Age at time of death, 45 to 64 years",Males,Number of deaths
2019-04-20,Nunavut,0,"Age at time of death, 45 to 64 years",Females,Number of deaths
2019-04-20,Nunavut,0,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2019-04-20,Nunavut,0,"Age at time of death, 65 to 84 years",Males,Number of deaths
2019-04-20,Nunavut,0,"Age at time of death, 65 to 84 years",Females,Number of deaths
2019-04-20,Nunavut,0,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2019-04-20,Nunavut,0,"Age at time of death, 85 years and over",Males,Number of deaths
2019-04-20,Nunavut,0,"Age at time of death, 85 years and over",Females,Number of deaths
2019-04-27,Canada,5430,"Age at time of death, all ages",Both sexes,Number of deaths
2019-04-27,Canada,2705,"Age at time of death, all ages",Males,Number of deaths
2019-04-27,Canada,2725,"Age at time of death, all ages",Females,Number of deaths
2019-04-27,Canada,255,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2019-04-27,Canada,165,"Age at time of death, 0 to 44 years",Males,Number of deaths
2019-04-27,Canada,85,"Age at time of death, 0 to 44 years",Females,Number of deaths
2019-04-27,Canada,755,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2019-04-27,Canada,460,"Age at time of death, 45 to 64 years",Males,Number of deaths
2019-04-27,Canada,295,"Age at time of death, 45 to 64 years",Females,Number of deaths
2019-04-27,Canada,2320,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2019-04-27,Canada,1245,"Age at time of death, 65 to 84 years",Males,Number of deaths
2019-04-27,Canada,1075,"Age at time of death, 65 to 84 years",Females,Number of deaths
2019-04-27,Canada,2105,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2019-04-27,Canada,835,"Age at time of death, 85 years and over",Males,Number of deaths
2019-04-27,Canada,1270,"Age at time of death, 85 years and over",Females,Number of deaths
2019-04-27,Newfoundland and Labrador,125,"Age at time of death, all ages",Both sexes,Number of deaths
2019-04-27,Newfoundland and Labrador,60,"Age at time of death, all ages",Males,Number of deaths
2019-04-27,Newfoundland and Labrador,65,"Age at time of death, all ages",Females,Number of deaths
2019-04-27,Newfoundland and Labrador,0,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2019-04-27,Newfoundland and Labrador,5,"Age at time of death, 0 to 44 years",Males,Number of deaths
2019-04-27,Newfoundland and Labrador,0,"Age at time of death, 0 to 44 years",Females,Number of deaths
2019-04-27,Newfoundland and Labrador,20,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2019-04-27,Newfoundland and Labrador,10,"Age at time of death, 45 to 64 years",Males,Number of deaths
2019-04-27,Newfoundland and Labrador,15,"Age at time of death, 45 to 64 years",Females,Number of deaths
