Date,GEO,value,Age,Sex,Characteristics
2018-06-23,Prince Edward Island,15,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-06-23,Prince Edward Island,10,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-06-23,Nova Scotia,175,"Age at time of death, all ages",Both sexes,Number of deaths
2018-06-23,Nova Scotia,10,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-06-23,Nova Scotia,25,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-06-23,Nova Scotia,75,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-06-23,Nova Scotia,65,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-06-23,New Brunswick,150,"Age at time of death, all ages",Both sexes,Number of deaths
2018-06-23,New Brunswick,0,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-06-23,New Brunswick,15,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-06-23,New Brunswick,70,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-06-23,New Brunswick,55,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-06-23,Quebec,1170,"Age at time of death, all ages",Both sexes,Number of deaths
2018-06-23,Quebec,35,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-06-23,Quebec,155,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-06-23,Quebec,535,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-06-23,Quebec,445,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-06-23,Ontario,1885,"Age at time of death, all ages",Both sexes,Number of deaths
2018-06-23,Ontario,95,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-06-23,Ontario,325,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-06-23,Ontario,835,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-06-23,Ontario,630,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-06-23,Manitoba,200,"Age at time of death, all ages",Both sexes,Number of deaths
2018-06-23,Manitoba,20,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-06-23,Manitoba,40,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-06-23,Manitoba,70,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-06-23,Manitoba,75,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-06-23,Saskatchewan,200,"Age at time of death, all ages",Both sexes,Number of deaths
2018-06-23,Saskatchewan,10,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-06-23,Saskatchewan,25,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-06-23,Saskatchewan,90,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-06-23,Saskatchewan,75,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-06-23,Alberta,480,"Age at time of death, all ages",Both sexes,Number of deaths
2018-06-23,Alberta,50,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-06-23,Alberta,100,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-06-23,Alberta,185,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-06-23,Alberta,150,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-06-23,British Columbia,720,"Age at time of death, all ages",Both sexes,Number of deaths
2018-06-23,British Columbia,45,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-06-23,British Columbia,120,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-06-23,British Columbia,290,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-06-23,British Columbia,260,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-06-23,Yukon,,"Age at time of death, all ages",Both sexes,Number of deaths
2018-06-23,Yukon,,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-06-23,Yukon,,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-06-23,Yukon,,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-06-23,Yukon,,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-06-23,Northwest Territories,0,"Age at time of death, all ages",Both sexes,Number of deaths
2018-06-23,Northwest Territories,0,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-06-23,Northwest Territories,0,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-06-23,Northwest Territories,0,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-06-23,Northwest Territories,5,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-06-23,Nunavut,5,"Age at time of death, all ages",Both sexes,Number of deaths
2018-06-23,Nunavut,0,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-06-23,Nunavut,0,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-06-23,Nunavut,0,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-06-23,Nunavut,0,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-06-30,Canada,5060,"Age at time of death, all ages",Both sexes,Number of deaths
2018-06-30,Canada,290,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-06-30,Canada,805,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-06-30,Canada,2165,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-06-30,Canada,1800,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-06-30,Newfoundland and Labrador,105,"Age at time of death, all ages",Both sexes,Number of deaths
2018-06-30,Newfoundland and Labrador,0,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-06-30,Newfoundland and Labrador,15,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-06-30,Newfoundland and Labrador,55,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-06-30,Newfoundland and Labrador,30,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-06-30,Prince Edward Island,35,"Age at time of death, all ages",Both sexes,Number of deaths
2018-06-30,Prince Edward Island,0,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-06-30,Prince Edward Island,5,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-06-30,Prince Edward Island,15,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-06-30,Prince Edward Island,15,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-06-30,Nova Scotia,170,"Age at time of death, all ages",Both sexes,Number of deaths
2018-06-30,Nova Scotia,5,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-06-30,Nova Scotia,30,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-06-30,Nova Scotia,80,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-06-30,Nova Scotia,60,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-06-30,New Brunswick,125,"Age at time of death, all ages",Both sexes,Number of deaths
2018-06-30,New Brunswick,5,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-06-30,New Brunswick,20,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-06-30,New Brunswick,50,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-06-30,New Brunswick,40,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-06-30,Quebec,1135,"Age at time of death, all ages",Both sexes,Number of deaths
2018-06-30,Quebec,40,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-06-30,Quebec,155,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-06-30,Quebec,525,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-06-30,Quebec,405,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-06-30,Ontario,2000,"Age at time of death, all ages",Both sexes,Number of deaths
2018-06-30,Ontario,100,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-06-30,Ontario,345,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-06-30,Ontario,840,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-06-30,Ontario,715,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-06-30,Manitoba,190,"Age at time of death, all ages",Both sexes,Number of deaths
2018-06-30,Manitoba,20,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-06-30,Manitoba,30,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-06-30,Manitoba,70,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-06-30,Manitoba,75,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-06-30,Saskatchewan,170,"Age at time of death, all ages",Both sexes,Number of deaths
2018-06-30,Saskatchewan,25,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-06-30,Saskatchewan,15,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-06-30,Saskatchewan,60,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-06-30,Saskatchewan,65,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-06-30,Alberta,460,"Age at time of death, all ages",Both sexes,Number of deaths
2018-06-30,Alberta,40,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-06-30,Alberta,85,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-06-30,Alberta,170,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-06-30,Alberta,160,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-06-30,British Columbia,665,"Age at time of death, all ages",Both sexes,Number of deaths
2018-06-30,British Columbia,45,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-06-30,British Columbia,100,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-06-30,British Columbia,285,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-06-30,British Columbia,235,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-06-30,Yukon,,"Age at time of death, all ages",Both sexes,Number of deaths
2018-06-30,Yukon,,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-06-30,Yukon,,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-06-30,Yukon,,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-06-30,Yukon,,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-06-30,Northwest Territories,10,"Age at time of death, all ages",Both sexes,Number of deaths
2018-06-30,Northwest Territories,5,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-06-30,Northwest Territories,5,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-06-30,Northwest Territories,0,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-06-30,Northwest Territories,0,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-06-30,Nunavut,5,"Age at time of death, all ages",Both sexes,Number of deaths
2018-06-30,Nunavut,0,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-06-30,Nunavut,0,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-06-30,Nunavut,0,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-06-30,Nunavut,0,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-07-07,Canada,5215,"Age at time of death, all ages",Both sexes,Number of deaths
2018-07-07,Canada,315,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-07-07,Canada,895,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-07-07,Canada,2235,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-07-07,Canada,1765,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-07-07,Newfoundland and Labrador,75,"Age at time of death, all ages",Both sexes,Number of deaths
2018-07-07,Newfoundland and Labrador,5,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-07-07,Newfoundland and Labrador,15,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-07-07,Newfoundland and Labrador,35,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-07-07,Newfoundland and Labrador,20,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-07-07,Prince Edward Island,25,"Age at time of death, all ages",Both sexes,Number of deaths
2018-07-07,Prince Edward Island,0,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-07-07,Prince Edward Island,5,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-07-07,Prince Edward Island,10,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-07-07,Prince Edward Island,5,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-07-07,Nova Scotia,160,"Age at time of death, all ages",Both sexes,Number of deaths
2018-07-07,Nova Scotia,5,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-07-07,Nova Scotia,25,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-07-07,Nova Scotia,80,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-07-07,Nova Scotia,50,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-07-07,New Brunswick,120,"Age at time of death, all ages",Both sexes,Number of deaths
2018-07-07,New Brunswick,5,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-07-07,New Brunswick,25,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-07-07,New Brunswick,60,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-07-07,New Brunswick,35,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-07-07,Quebec,1360,"Age at time of death, all ages",Both sexes,Number of deaths
2018-07-07,Quebec,60,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-07-07,Quebec,215,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-07-07,Quebec,625,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-07-07,Quebec,460,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-07-07,Ontario,1940,"Age at time of death, all ages",Both sexes,Number of deaths
2018-07-07,Ontario,115,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-07-07,Ontario,335,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-07-07,Ontario,805,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-07-07,Ontario,680,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-07-07,Manitoba,175,"Age at time of death, all ages",Both sexes,Number of deaths
2018-07-07,Manitoba,20,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-07-07,Manitoba,35,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-07-07,Manitoba,65,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-07-07,Manitoba,60,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-07-07,Saskatchewan,180,"Age at time of death, all ages",Both sexes,Number of deaths
2018-07-07,Saskatchewan,15,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-07-07,Saskatchewan,25,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-07-07,Saskatchewan,70,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-07-07,Saskatchewan,65,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-07-07,Alberta,450,"Age at time of death, all ages",Both sexes,Number of deaths
2018-07-07,Alberta,40,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-07-07,Alberta,90,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-07-07,Alberta,190,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-07-07,Alberta,135,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-07-07,British Columbia,725,"Age at time of death, all ages",Both sexes,Number of deaths
2018-07-07,British Columbia,55,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-07-07,British Columbia,125,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-07-07,British Columbia,295,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-07-07,British Columbia,255,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-07-07,Yukon,,"Age at time of death, all ages",Both sexes,Number of deaths
2018-07-07,Yukon,,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-07-07,Yukon,,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-07-07,Yukon,,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-07-07,Yukon,,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-07-07,Northwest Territories,10,"Age at time of death, all ages",Both sexes,Number of deaths
2018-07-07,Northwest Territories,0,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-07-07,Northwest Territories,5,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-07-07,Northwest Territories,5,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-07-07,Northwest Territories,0,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-07-07,Nunavut,5,"Age at time of death, all ages",Both sexes,Number of deaths
2018-07-07,Nunavut,0,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-07-07,Nunavut,0,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-07-07,Nunavut,0,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-07-07,Nunavut,0,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-07-14,Canada,5105,"Age at time of death, all ages",Both sexes,Number of deaths
2018-07-14,Canada,300,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-07-14,Canada,800,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-07-14,Canada,2225,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-07-14,Canada,1785,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-07-14,Newfoundland and Labrador,95,"Age at time of death, all ages",Both sexes,Number of deaths
2018-07-14,Newfoundland and Labrador,0,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-07-14,Newfoundland and Labrador,10,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-07-14,Newfoundland and Labrador,50,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-07-14,Newfoundland and Labrador,25,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-07-14,Prince Edward Island,20,"Age at time of death, all ages",Both sexes,Number of deaths
2018-07-14,Prince Edward Island,0,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-07-14,Prince Edward Island,0,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-07-14,Prince Edward Island,15,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-07-14,Prince Edward Island,0,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-07-14,Nova Scotia,190,"Age at time of death, all ages",Both sexes,Number of deaths
2018-07-14,Nova Scotia,5,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-07-14,Nova Scotia,30,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-07-14,Nova Scotia,80,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-07-14,Nova Scotia,70,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-07-14,New Brunswick,135,"Age at time of death, all ages",Both sexes,Number of deaths
2018-07-14,New Brunswick,5,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-07-14,New Brunswick,15,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-07-14,New Brunswick,75,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-07-14,New Brunswick,45,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-07-14,Quebec,1200,"Age at time of death, all ages",Both sexes,Number of deaths
2018-07-14,Quebec,40,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-07-14,Quebec,175,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-07-14,Quebec,580,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-07-14,Quebec,410,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-07-14,Ontario,1905,"Age at time of death, all ages",Both sexes,Number of deaths
2018-07-14,Ontario,105,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-07-14,Ontario,305,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-07-14,Ontario,825,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-07-14,Ontario,675,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-07-14,Manitoba,205,"Age at time of death, all ages",Both sexes,Number of deaths
2018-07-14,Manitoba,20,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-07-14,Manitoba,35,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-07-14,Manitoba,70,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-07-14,Manitoba,75,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-07-14,Saskatchewan,155,"Age at time of death, all ages",Both sexes,Number of deaths
2018-07-14,Saskatchewan,20,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-07-14,Saskatchewan,20,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-07-14,Saskatchewan,55,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-07-14,Saskatchewan,55,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-07-14,Alberta,475,"Age at time of death, all ages",Both sexes,Number of deaths
2018-07-14,Alberta,50,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-07-14,Alberta,95,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-07-14,Alberta,180,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-07-14,Alberta,150,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-07-14,British Columbia,720,"Age at time of death, all ages",Both sexes,Number of deaths
2018-07-14,British Columbia,45,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-07-14,British Columbia,110,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-07-14,British Columbia,290,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-07-14,British Columbia,270,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-07-14,Yukon,,"Age at time of death, all ages",Both sexes,Number of deaths
2018-07-14,Yukon,,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-07-14,Yukon,,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-07-14,Yukon,,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-07-14,Yukon,,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-07-14,Northwest Territories,5,"Age at time of death, all ages",Both sexes,Number of deaths
2018-07-14,Northwest Territories,0,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-07-14,Northwest Territories,0,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-07-14,Northwest Territories,5,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-07-14,Northwest Territories,0,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-07-14,Nunavut,5,"Age at time of death, all ages",Both sexes,Number of deaths
2018-07-14,Nunavut,0,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-07-14,Nunavut,0,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-07-14,Nunavut,0,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-07-14,Nunavut,0,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-07-21,Canada,4820,"Age at time of death, all ages",Both sexes,Number of deaths
2018-07-21,Canada,275,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-07-21,Canada,785,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-07-21,Canada,1990,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-07-21,Canada,1770,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-07-21,Newfoundland and Labrador,70,"Age at time of death, all ages",Both sexes,Number of deaths
2018-07-21,Newfoundland and Labrador,0,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-07-21,Newfoundland and Labrador,15,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-07-21,Newfoundland and Labrador,30,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-07-21,Newfoundland and Labrador,25,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-07-21,Prince Edward Island,15,"Age at time of death, all ages",Both sexes,Number of deaths
2018-07-21,Prince Edward Island,0,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-07-21,Prince Edward Island,5,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-07-21,Prince Edward Island,5,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-07-21,Prince Edward Island,0,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-07-21,Nova Scotia,165,"Age at time of death, all ages",Both sexes,Number of deaths
2018-07-21,Nova Scotia,5,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-07-21,Nova Scotia,25,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-07-21,Nova Scotia,75,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-07-21,Nova Scotia,55,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-07-21,New Brunswick,125,"Age at time of death, all ages",Both sexes,Number of deaths
2018-07-21,New Brunswick,5,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-07-21,New Brunswick,20,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-07-21,New Brunswick,50,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-07-21,New Brunswick,45,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-07-21,Quebec,1135,"Age at time of death, all ages",Both sexes,Number of deaths
2018-07-21,Quebec,50,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-07-21,Quebec,170,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-07-21,Quebec,480,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-07-21,Quebec,425,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-07-21,Ontario,1815,"Age at time of death, all ages",Both sexes,Number of deaths
2018-07-21,Ontario,100,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-07-21,Ontario,290,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-07-21,Ontario,740,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-07-21,Ontario,685,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-07-21,Manitoba,195,"Age at time of death, all ages",Both sexes,Number of deaths
2018-07-21,Manitoba,10,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-07-21,Manitoba,25,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-07-21,Manitoba,70,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-07-21,Manitoba,85,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-07-21,Saskatchewan,150,"Age at time of death, all ages",Both sexes,Number of deaths
2018-07-21,Saskatchewan,5,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-07-21,Saskatchewan,30,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
2018-07-21,Saskatchewan,60,"Age at time of death, 65 to 84 years",Both sexes,Number of deaths
2018-07-21,Saskatchewan,60,"Age at time of death, 85 years and over",Both sexes,Number of deaths
2018-07-21,Alberta,420,"Age at time of death, all ages",Both sexes,Number of deaths
2018-07-21,Alberta,35,"Age at time of death, 0 to 44 years",Both sexes,Number of deaths
2018-07-21,Alberta,85,"Age at time of death, 45 to 64 years",Both sexes,Number of deaths
